threshold,ecs_coverage,ecs_selective_accuracy,ecs_num_selected,conf_coverage,conf_selective_accuracy,conf_num_selected,ecs_score_mean,ecs_score_std,ecs_score_min,ecs_score_max,ecs_risk,conf_risk
0.3,0.9909090995788574,0.7944954037666321,545,1.0,0.7890909314155579,550,0.700728178024292,0.18036194145679474,0.11454576253890991,0.9512361288070679,0.20550459623336792,0.21090906858444214
0.4,0.9290909171104431,0.8180038928985596,511,0.9563636183738708,0.8041825294494629,526,0.700728178024292,0.18036194145679474,0.11454576253890991,0.9512361288070679,0.18199610710144043,0.1958174705505371
0.5,0.8181818127632141,0.8600000143051147,450,0.8618181943893433,0.8270041942596436,474,0.700728178024292,0.18036194145679474,0.11454576253890991,0.9512361288070679,0.13999998569488525,0.17299580574035645
0.6,0.6836363673210144,0.8936170339584351,376,0.7436363697052002,0.8801956176757812,409,0.700728178024292,0.18036194145679474,0.11454576253890991,0.9512361288070679,0.10638296604156494,0.11980438232421875
0.7,0.5581818222999573,0.9413681030273438,307,0.6436363458633423,0.901129961013794,354,0.700728178024292,0.18036194145679474,0.11454576253890991,0.9512361288070679,0.05863189697265625,0.09887003898620605
